dataset_kind,dataset_id,dataset_slug,dataset_name,record_kind,country_code,country_name,disease_id,disease_name_en,disease_name_zh,category,date,year_month,value,cases,weekly_equiv_cases,deaths,incidence_rate_per_100k,incidence_rate_source,mortality_rate,series_code,source_series_code,source_system,source_label,metric_type,reporting_basis,temporal_granularity,unit,geography_key,dimension_key,mapping_relation,comparability,aggregation_policy,availability_status,missing_value_policy,definition_version,case_definition,case_definition_uri,quality_status,is_selected_series,data_layer,projection_policy,coverage_status,loss_risk,selected_series_codes,available_series_count,provenance_note,primary_source_scope,primary_source_label,primary_source_url,primary_source_type,source_scopes,source_labels,source_urls,source_types
disease,D211,chronic-hepatitis-c,Chronic hepatitis C,source_series_observation,US,United States,D211,Chronic hepatitis C,慢性丙型肝炎,Viral,2026-01-24,2026-01,515,515,515.0,,,,,SER_US_CHRONIC_HEPATITIS_C_CONFIRMED,SER_US_CHRONIC_HEPATITIS_C_CONFIRMED,SRC_US_NNDSS,"Hepatitis C, chronic, Confirmed",case_notifications,notification,weekly,count,country:US:national,all,exact,unknown,non_additive,active,missing_is_unknown,globalid-disease-ontology:2026.08.30.1,Confirmed chronic hepatitis C component.,,provisional,True,series_registry,representative_series,parity,non_additive_series_not_rolled_up,SER_US_CHRONIC_HEPATITIS_C_CONFIRMED,2,Multiple registered series are not declared safely additive. The compatibility curve uses one representative series; inspect source_series for every retained definition.,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D211,chronic-hepatitis-c,Chronic hepatitis C,source_series_observation,US,United States,D211,Chronic hepatitis C,慢性丙型肝炎,Viral,2026-01-24,2026-01,944,944,944.0,,,,,SER_US_CHRONIC_HEPATITIS_C_PROBABLE,SER_US_CHRONIC_HEPATITIS_C_PROBABLE,SRC_US_NNDSS,"Hepatitis C, chronic, Probable",case_notifications,notification,weekly,count,country:US:national,all,exact,unknown,non_additive,active,missing_is_unknown,globalid-disease-ontology:2026.08.30.1,Probable chronic hepatitis C component retained as an independent source series.,,provisional,False,series_registry,representative_series,parity,non_additive_series_not_rolled_up,SER_US_CHRONIC_HEPATITIS_C_CONFIRMED,2,Multiple registered series are not declared safely additive. The compatibility curve uses one representative series; inspect source_series for every retained definition.,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D211,chronic-hepatitis-c,Chronic hepatitis C,public_projection,US,United States,D211,Chronic hepatitis C,慢性丙型肝炎,Viral,2026-01-31,2026-01,487,487,487.0,,0.13952735706586905,wpp_computed,,SER_US_CHRONIC_HEPATITIS_C_CONFIRMED,,,,,,weekly,,,,,,,,,,,,,,series_registry,representative_series,parity,non_additive_series_not_rolled_up,SER_US_CHRONIC_HEPATITIS_C_CONFIRMED,2,Multiple registered series are not declared safely additive. The compatibility curve uses one representative series; inspect source_series for every retained definition.,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D211,chronic-hepatitis-c,Chronic hepatitis C,source_series_observation,US,United States,D211,Chronic hepatitis C,慢性丙型肝炎,Viral,2026-01-31,2026-01,487,487,487.0,,,,,SER_US_CHRONIC_HEPATITIS_C_CONFIRMED,SER_US_CHRONIC_HEPATITIS_C_CONFIRMED,SRC_US_NNDSS,"Hepatitis C, chronic, Confirmed",case_notifications,notification,weekly,count,country:US:national,all,exact,unknown,non_additive,active,missing_is_unknown,globalid-disease-ontology:2026.08.30.1,Confirmed chronic hepatitis C component.,,provisional,True,series_registry,representative_series,parity,non_additive_series_not_rolled_up,SER_US_CHRONIC_HEPATITIS_C_CONFIRMED,2,Multiple registered series are not declared safely additive. The compatibility curve uses one representative series; inspect source_series for every retained definition.,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D211,chronic-hepatitis-c,Chronic hepatitis C,source_series_observation,US,United States,D211,Chronic hepatitis C,慢性丙型肝炎,Viral,2026-01-31,2026-01,890,890,890.0,,,,,SER_US_CHRONIC_HEPATITIS_C_PROBABLE,SER_US_CHRONIC_HEPATITIS_C_PROBABLE,SRC_US_NNDSS,"Hepatitis C, chronic, Probable",case_notifications,notification,weekly,count,country:US:national,all,exact,unknown,non_additive,active,missing_is_unknown,globalid-disease-ontology:2026.08.30.1,Probable chronic hepatitis C component retained as an independent source series.,,provisional,False,series_registry,representative_series,parity,non_additive_series_not_rolled_up,SER_US_CHRONIC_HEPATITIS_C_CONFIRMED,2,Multiple registered series are not declared safely additive. The compatibility curve uses one representative series; inspect source_series for every retained definition.,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D211,chronic-hepatitis-c,Chronic hepatitis C,public_projection,US,United States,D211,Chronic hepatitis C,慢性丙型肝炎,Viral,2026-02-07,2026-02,643,643,643.0,,0.1842219519370715,wpp_computed,,SER_US_CHRONIC_HEPATITIS_C_CONFIRMED,,,,,,weekly,,,,,,,,,,,,,,series_registry,representative_series,parity,non_additive_series_not_rolled_up,SER_US_CHRONIC_HEPATITIS_C_CONFIRMED,2,Multiple registered series are not declared safely additive. The compatibility curve uses one representative series; inspect source_series for every retained definition.,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D211,chronic-hepatitis-c,Chronic hepatitis C,source_series_observation,US,United States,D211,Chronic hepatitis C,慢性丙型肝炎,Viral,2026-02-07,2026-02,643,643,643.0,,,,,SER_US_CHRONIC_HEPATITIS_C_CONFIRMED,SER_US_CHRONIC_HEPATITIS_C_CONFIRMED,SRC_US_NNDSS,"Hepatitis C, chronic, Confirmed",case_notifications,notification,weekly,count,country:US:national,all,exact,unknown,non_additive,active,missing_is_unknown,globalid-disease-ontology:2026.08.30.1,Confirmed chronic hepatitis C component.,,provisional,True,series_registry,representative_series,parity,non_additive_series_not_rolled_up,SER_US_CHRONIC_HEPATITIS_C_CONFIRMED,2,Multiple registered series are not declared safely additive. The compatibility curve uses one representative series; inspect source_series for every retained definition.,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D211,chronic-hepatitis-c,Chronic hepatitis C,source_series_observation,US,United States,D211,Chronic hepatitis C,慢性丙型肝炎,Viral,2026-02-07,2026-02,1107,1107,1107.0,,,,,SER_US_CHRONIC_HEPATITIS_C_PROBABLE,SER_US_CHRONIC_HEPATITIS_C_PROBABLE,SRC_US_NNDSS,"Hepatitis C, chronic, Probable",case_notifications,notification,weekly,count,country:US:national,all,exact,unknown,non_additive,active,missing_is_unknown,globalid-disease-ontology:2026.08.30.1,Probable chronic hepatitis C component retained as an independent source series.,,provisional,False,series_registry,representative_series,parity,non_additive_series_not_rolled_up,SER_US_CHRONIC_HEPATITIS_C_CONFIRMED,2,Multiple registered series are not declared safely additive. The compatibility curve uses one representative series; inspect source_series for every retained definition.,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D211,chronic-hepatitis-c,Chronic hepatitis C,public_projection,US,United States,D211,Chronic hepatitis C,慢性丙型肝炎,Viral,2026-02-14,2026-02,549,549,549.0,,0.15729059348903926,wpp_computed,,SER_US_CHRONIC_HEPATITIS_C_CONFIRMED,,,,,,weekly,,,,,,,,,,,,,,series_registry,representative_series,parity,non_additive_series_not_rolled_up,SER_US_CHRONIC_HEPATITIS_C_CONFIRMED,2,Multiple registered series are not declared safely additive. The compatibility curve uses one representative series; inspect source_series for every retained definition.,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D211,chronic-hepatitis-c,Chronic hepatitis C,source_series_observation,US,United States,D211,Chronic hepatitis C,慢性丙型肝炎,Viral,2026-02-14,2026-02,549,549,549.0,,,,,SER_US_CHRONIC_HEPATITIS_C_CONFIRMED,SER_US_CHRONIC_HEPATITIS_C_CONFIRMED,SRC_US_NNDSS,"Hepatitis C, chronic, Confirmed",case_notifications,notification,weekly,count,country:US:national,all,exact,unknown,non_additive,active,missing_is_unknown,globalid-disease-ontology:2026.08.30.1,Confirmed chronic hepatitis C component.,,provisional,True,series_registry,representative_series,parity,non_additive_series_not_rolled_up,SER_US_CHRONIC_HEPATITIS_C_CONFIRMED,2,Multiple registered series are not declared safely additive. The compatibility curve uses one representative series; inspect source_series for every retained definition.,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D211,chronic-hepatitis-c,Chronic hepatitis C,source_series_observation,US,United States,D211,Chronic hepatitis C,慢性丙型肝炎,Viral,2026-02-14,2026-02,979,979,979.0,,,,,SER_US_CHRONIC_HEPATITIS_C_PROBABLE,SER_US_CHRONIC_HEPATITIS_C_PROBABLE,SRC_US_NNDSS,"Hepatitis C, chronic, Probable",case_notifications,notification,weekly,count,country:US:national,all,exact,unknown,non_additive,active,missing_is_unknown,globalid-disease-ontology:2026.08.30.1,Probable chronic hepatitis C component retained as an independent source series.,,provisional,False,series_registry,representative_series,parity,non_additive_series_not_rolled_up,SER_US_CHRONIC_HEPATITIS_C_CONFIRMED,2,Multiple registered series are not declared safely additive. The compatibility curve uses one representative series; inspect source_series for every retained definition.,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D211,chronic-hepatitis-c,Chronic hepatitis C,public_projection,US,United States,D211,Chronic hepatitis C,慢性丙型肝炎,Viral,2026-02-21,2026-02,570,570,570.0,,0.16330717356785496,wpp_computed,,SER_US_CHRONIC_HEPATITIS_C_CONFIRMED,,,,,,weekly,,,,,,,,,,,,,,series_registry,representative_series,parity,non_additive_series_not_rolled_up,SER_US_CHRONIC_HEPATITIS_C_CONFIRMED,2,Multiple registered series are not declared safely additive. The compatibility curve uses one representative series; inspect source_series for every retained definition.,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D211,chronic-hepatitis-c,Chronic hepatitis C,source_series_observation,US,United States,D211,Chronic hepatitis C,慢性丙型肝炎,Viral,2026-02-21,2026-02,570,570,570.0,,,,,SER_US_CHRONIC_HEPATITIS_C_CONFIRMED,SER_US_CHRONIC_HEPATITIS_C_CONFIRMED,SRC_US_NNDSS,"Hepatitis C, chronic, Confirmed",case_notifications,notification,weekly,count,country:US:national,all,exact,unknown,non_additive,active,missing_is_unknown,globalid-disease-ontology:2026.08.30.1,Confirmed chronic hepatitis C component.,,provisional,True,series_registry,representative_series,parity,non_additive_series_not_rolled_up,SER_US_CHRONIC_HEPATITIS_C_CONFIRMED,2,Multiple registered series are not declared safely additive. The compatibility curve uses one representative series; inspect source_series for every retained definition.,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D211,chronic-hepatitis-c,Chronic hepatitis C,source_series_observation,US,United States,D211,Chronic hepatitis C,慢性丙型肝炎,Viral,2026-02-21,2026-02,1111,1111,1111.0,,,,,SER_US_CHRONIC_HEPATITIS_C_PROBABLE,SER_US_CHRONIC_HEPATITIS_C_PROBABLE,SRC_US_NNDSS,"Hepatitis C, chronic, Probable",case_notifications,notification,weekly,count,country:US:national,all,exact,unknown,non_additive,active,missing_is_unknown,globalid-disease-ontology:2026.08.30.1,Probable chronic hepatitis C component retained as an independent source series.,,provisional,False,series_registry,representative_series,parity,non_additive_series_not_rolled_up,SER_US_CHRONIC_HEPATITIS_C_CONFIRMED,2,Multiple registered series are not declared safely additive. The compatibility curve uses one representative series; inspect source_series for every retained definition.,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D211,chronic-hepatitis-c,Chronic hepatitis C,public_projection,US,United States,D211,Chronic hepatitis C,慢性丙型肝炎,Viral,2026-02-28,2026-02,542,542,542.0,,0.15528506679610068,wpp_computed,,SER_US_CHRONIC_HEPATITIS_C_CONFIRMED,,,,,,weekly,,,,,,,,,,,,,,series_registry,representative_series,parity,non_additive_series_not_rolled_up,SER_US_CHRONIC_HEPATITIS_C_CONFIRMED,2,Multiple registered series are not declared safely additive. The compatibility curve uses one representative series; inspect source_series for every retained definition.,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D211,chronic-hepatitis-c,Chronic hepatitis C,source_series_observation,US,United States,D211,Chronic hepatitis C,慢性丙型肝炎,Viral,2026-02-28,2026-02,542,542,542.0,,,,,SER_US_CHRONIC_HEPATITIS_C_CONFIRMED,SER_US_CHRONIC_HEPATITIS_C_CONFIRMED,SRC_US_NNDSS,"Hepatitis C, chronic, Confirmed",case_notifications,notification,weekly,count,country:US:national,all,exact,unknown,non_additive,active,missing_is_unknown,globalid-disease-ontology:2026.08.30.1,Confirmed chronic hepatitis C component.,,provisional,True,series_registry,representative_series,parity,non_additive_series_not_rolled_up,SER_US_CHRONIC_HEPATITIS_C_CONFIRMED,2,Multiple registered series are not declared safely additive. The compatibility curve uses one representative series; inspect source_series for every retained definition.,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D211,chronic-hepatitis-c,Chronic hepatitis C,source_series_observation,US,United States,D211,Chronic hepatitis C,慢性丙型肝炎,Viral,2026-02-28,2026-02,1098,1098,1098.0,,,,,SER_US_CHRONIC_HEPATITIS_C_PROBABLE,SER_US_CHRONIC_HEPATITIS_C_PROBABLE,SRC_US_NNDSS,"Hepatitis C, chronic, Probable",case_notifications,notification,weekly,count,country:US:national,all,exact,unknown,non_additive,active,missing_is_unknown,globalid-disease-ontology:2026.08.30.1,Probable chronic hepatitis C component retained as an independent source series.,,provisional,False,series_registry,representative_series,parity,non_additive_series_not_rolled_up,SER_US_CHRONIC_HEPATITIS_C_CONFIRMED,2,Multiple registered series are not declared safely additive. The compatibility curve uses one representative series; inspect source_series for every retained definition.,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
disease,D211,chronic-hepatitis-c,Chronic hepatitis C,public_projection,US,United States,D211,Chronic hepatitis C,慢性丙型肝炎,Viral,2026-03-07,2026-03,513,513,513.0,,0.14697645621106945,wpp_computed,,SER_US_CHRONIC_HEPATITIS_C_CONFIRMED,,,,,,weekly,,,,,,,,,,,,,,series_registry,representative_series,parity,non_additive_series_not_rolled_up,SER_US_CHRONIC_HEPATITIS_C_CONFIRMED,2,Multiple registered series are not declared safely additive. The compatibility curve uses one representative series; inspect source_series for every retained definition.,nndss_api,US CDC NNDSS,https://data.cdc.gov/browse?category=NNDSS,api,nndss_api; nhss_hiv,US CDC NNDSS; US CDC NHSS HIV,https://data.cdc.gov/browse?category=NNDSS; https://www.cdc.gov/hiv-data/nhss/,api; api
