dataset_kind,dataset_id,dataset_slug,dataset_name,country_code,country_name,disease_id,disease_name_en,disease_name_zh,category,date,year_month,cases,weekly_equiv_cases,deaths,incidence_rate_per_100k,incidence_rate_source,mortality_rate,coverage_start,coverage_end,generated_at,primary_source_scope,primary_source_label,primary_source_url,primary_source_type,source_scopes,source_labels,source_urls,source_types
disease,D112,psittacosis,Psittacosis,JP,Japan,D112,Psittacosis,鹦鹉热,Bacterial,2018-09-14,2018-09,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D112,psittacosis,Psittacosis,JP,Japan,D112,Psittacosis,鹦鹉热,Bacterial,2018-09-21,2018-09,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D112,psittacosis,Psittacosis,JP,Japan,D112,Psittacosis,鹦鹉热,Bacterial,2018-09-28,2018-09,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D112,psittacosis,Psittacosis,JP,Japan,D112,Psittacosis,鹦鹉热,Bacterial,2018-10-05,2018-10,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D112,psittacosis,Psittacosis,JP,Japan,D112,Psittacosis,鹦鹉热,Bacterial,2018-10-12,2018-10,1,1.0,0,0.0007879386604723656,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D112,psittacosis,Psittacosis,JP,Japan,D112,Psittacosis,鹦鹉热,Bacterial,2018-10-19,2018-10,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D112,psittacosis,Psittacosis,JP,Japan,D112,Psittacosis,鹦鹉热,Bacterial,2018-10-26,2018-10,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D112,psittacosis,Psittacosis,JP,Japan,D112,Psittacosis,鹦鹉热,Bacterial,2018-11-02,2018-11,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D112,psittacosis,Psittacosis,JP,Japan,D112,Psittacosis,鹦鹉热,Bacterial,2018-11-09,2018-11,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D112,psittacosis,Psittacosis,JP,Japan,D112,Psittacosis,鹦鹉热,Bacterial,2018-11-16,2018-11,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D112,psittacosis,Psittacosis,JP,Japan,D112,Psittacosis,鹦鹉热,Bacterial,2018-11-23,2018-11,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D112,psittacosis,Psittacosis,JP,Japan,D112,Psittacosis,鹦鹉热,Bacterial,2018-11-30,2018-11,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D112,psittacosis,Psittacosis,JP,Japan,D112,Psittacosis,鹦鹉热,Bacterial,2018-12-07,2018-12,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D112,psittacosis,Psittacosis,JP,Japan,D112,Psittacosis,鹦鹉热,Bacterial,2018-12-14,2018-12,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D112,psittacosis,Psittacosis,JP,Japan,D112,Psittacosis,鹦鹉热,Bacterial,2018-12-21,2018-12,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D112,psittacosis,Psittacosis,JP,Japan,D112,Psittacosis,鹦鹉热,Bacterial,2018-12-28,2018-12,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D112,psittacosis,Psittacosis,JP,Japan,D112,Psittacosis,鹦鹉热,Bacterial,2019-01-04,2019-01,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D112,psittacosis,Psittacosis,JP,Japan,D112,Psittacosis,鹦鹉热,Bacterial,2019-01-11,2019-01,1,1.0,0,0.0007892695739061512,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D112,psittacosis,Psittacosis,JP,Japan,D112,Psittacosis,鹦鹉热,Bacterial,2019-01-18,2019-01,2,2.0,0,0.0015785391478123024,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D112,psittacosis,Psittacosis,JP,Japan,D112,Psittacosis,鹦鹉热,Bacterial,2019-01-25,2019-01,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D112,psittacosis,Psittacosis,JP,Japan,D112,Psittacosis,鹦鹉热,Bacterial,2019-02-01,2019-02,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D112,psittacosis,Psittacosis,JP,Japan,D112,Psittacosis,鹦鹉热,Bacterial,2019-02-08,2019-02,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D112,psittacosis,Psittacosis,JP,Japan,D112,Psittacosis,鹦鹉热,Bacterial,2019-02-15,2019-02,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D112,psittacosis,Psittacosis,JP,Japan,D112,Psittacosis,鹦鹉热,Bacterial,2019-02-22,2019-02,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D112,psittacosis,Psittacosis,JP,Japan,D112,Psittacosis,鹦鹉热,Bacterial,2019-03-01,2019-03,3,3.0,0,0.0023678087217184536,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D112,psittacosis,Psittacosis,JP,Japan,D112,Psittacosis,鹦鹉热,Bacterial,2019-03-08,2019-03,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D112,psittacosis,Psittacosis,JP,Japan,D112,Psittacosis,鹦鹉热,Bacterial,2019-03-15,2019-03,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D112,psittacosis,Psittacosis,JP,Japan,D112,Psittacosis,鹦鹉热,Bacterial,2019-03-22,2019-03,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D112,psittacosis,Psittacosis,JP,Japan,D112,Psittacosis,鹦鹉热,Bacterial,2019-03-29,2019-03,1,1.0,0,0.0007892695739061512,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D112,psittacosis,Psittacosis,JP,Japan,D112,Psittacosis,鹦鹉热,Bacterial,2019-04-05,2019-04,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D112,psittacosis,Psittacosis,JP,Japan,D112,Psittacosis,鹦鹉热,Bacterial,2019-04-12,2019-04,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D112,psittacosis,Psittacosis,JP,Japan,D112,Psittacosis,鹦鹉热,Bacterial,2019-04-19,2019-04,1,1.0,0,0.0007892695739061512,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D112,psittacosis,Psittacosis,JP,Japan,D112,Psittacosis,鹦鹉热,Bacterial,2019-04-26,2019-04,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D112,psittacosis,Psittacosis,JP,Japan,D112,Psittacosis,鹦鹉热,Bacterial,2019-05-03,2019-05,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D112,psittacosis,Psittacosis,JP,Japan,D112,Psittacosis,鹦鹉热,Bacterial,2019-05-10,2019-05,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D112,psittacosis,Psittacosis,JP,Japan,D112,Psittacosis,鹦鹉热,Bacterial,2019-05-17,2019-05,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D112,psittacosis,Psittacosis,JP,Japan,D112,Psittacosis,鹦鹉热,Bacterial,2019-05-24,2019-05,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D112,psittacosis,Psittacosis,JP,Japan,D112,Psittacosis,鹦鹉热,Bacterial,2019-05-31,2019-05,1,1.0,0,0.0007892695739061512,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D112,psittacosis,Psittacosis,JP,Japan,D112,Psittacosis,鹦鹉热,Bacterial,2019-06-07,2019-06,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D112,psittacosis,Psittacosis,JP,Japan,D112,Psittacosis,鹦鹉热,Bacterial,2019-06-14,2019-06,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D112,psittacosis,Psittacosis,JP,Japan,D112,Psittacosis,鹦鹉热,Bacterial,2019-06-21,2019-06,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D112,psittacosis,Psittacosis,JP,Japan,D112,Psittacosis,鹦鹉热,Bacterial,2019-06-28,2019-06,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D112,psittacosis,Psittacosis,JP,Japan,D112,Psittacosis,鹦鹉热,Bacterial,2019-07-05,2019-07,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D112,psittacosis,Psittacosis,JP,Japan,D112,Psittacosis,鹦鹉热,Bacterial,2019-07-12,2019-07,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D112,psittacosis,Psittacosis,JP,Japan,D112,Psittacosis,鹦鹉热,Bacterial,2019-07-19,2019-07,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D112,psittacosis,Psittacosis,JP,Japan,D112,Psittacosis,鹦鹉热,Bacterial,2019-07-26,2019-07,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D112,psittacosis,Psittacosis,JP,Japan,D112,Psittacosis,鹦鹉热,Bacterial,2019-08-02,2019-08,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D112,psittacosis,Psittacosis,JP,Japan,D112,Psittacosis,鹦鹉热,Bacterial,2019-08-09,2019-08,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D112,psittacosis,Psittacosis,JP,Japan,D112,Psittacosis,鹦鹉热,Bacterial,2019-08-16,2019-08,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D112,psittacosis,Psittacosis,JP,Japan,D112,Psittacosis,鹦鹉热,Bacterial,2019-08-23,2019-08,1,1.0,0,0.0007892695739061512,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D112,psittacosis,Psittacosis,JP,Japan,D112,Psittacosis,鹦鹉热,Bacterial,2019-08-30,2019-08,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D112,psittacosis,Psittacosis,JP,Japan,D112,Psittacosis,鹦鹉热,Bacterial,2019-09-06,2019-09,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D112,psittacosis,Psittacosis,JP,Japan,D112,Psittacosis,鹦鹉热,Bacterial,2019-09-13,2019-09,1,1.0,0,0.0007892695739061512,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D112,psittacosis,Psittacosis,JP,Japan,D112,Psittacosis,鹦鹉热,Bacterial,2019-09-20,2019-09,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D112,psittacosis,Psittacosis,JP,Japan,D112,Psittacosis,鹦鹉热,Bacterial,2019-09-27,2019-09,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D112,psittacosis,Psittacosis,JP,Japan,D112,Psittacosis,鹦鹉热,Bacterial,2019-10-04,2019-10,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D112,psittacosis,Psittacosis,JP,Japan,D112,Psittacosis,鹦鹉热,Bacterial,2019-10-11,2019-10,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D112,psittacosis,Psittacosis,JP,Japan,D112,Psittacosis,鹦鹉热,Bacterial,2019-10-18,2019-10,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D112,psittacosis,Psittacosis,JP,Japan,D112,Psittacosis,鹦鹉热,Bacterial,2019-10-25,2019-10,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D112,psittacosis,Psittacosis,JP,Japan,D112,Psittacosis,鹦鹉热,Bacterial,2019-11-01,2019-11,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D112,psittacosis,Psittacosis,JP,Japan,D112,Psittacosis,鹦鹉热,Bacterial,2019-11-08,2019-11,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
disease,D112,psittacosis,Psittacosis,JP,Japan,D112,Psittacosis,鹦鹉热,Bacterial,2019-11-15,2019-11,0,0.0,0,0.0,wpp_computed,,2012-09-14,2026-03-21,2026-03-21T00:00:00+00:00,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web,jp_weekly,JP NIID Weekly,https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/index.html,web
